event_id,category,tags_count,posted_days_before_event,promotion_spend,max_participants,ticket_price,organizer_reputation,avg_past_attendance_rate,ctr,social_mentions,weekday,city,checked_in_count,revenue,attendance_rate,success
1805,EDUCATION,3,29,65,100,126.41,0.659,0.828,0.4518,8,1,small,95,12008.95,0.95,1
1806,EDUCATION,1,35,0,100,61.47,0.201,0.694,0.1296,8,1,small,56,3442.32,0.5647086414078992,1
1807,OTHER,5,4,789,1000,638.17,0.095,0.685,0.2419,11,6,large,747,476712.99,0.7473776858838205,1
1808,OTHER,3,2,194,50,593.58,0.301,0.467,0.375,7,3,small,27,16026.66,0.5402172251111284,1
1809,SPORTS,5,6,546,500,61.22,0.549,0.808,0.1706,12,2,small,475,29079.5,0.95,1
1810,TECH,3,44,740,50,130.48,0.8,0.245,0.3117,10,1,small,48,6263.04,0.95,1
1811,EDUCATION,5,10,224,100,119.51,0.363,0.906,0.2271,3,6,large,95,11353.45,0.95,1
1812,EDUCATION,1,4,58,50,61.92,0.201,0.696,0.1089,6,1,small,29,1795.68,0.5738538179141467,1
1813,HEALTH,2,29,240,50,106.71,0.587,0.394,0.84,6,4,large,48,5122.08,0.95,1
1814,OTHER,5,22,530,500,108.95,0.803,0.252,0.3021,13,2,small,475,51751.25,0.95,1
1815,TECH,2,5,200,50,63.5,0.648,0.602,0.1802,5,3,medium,48,3048.0,0.95,1
1816,HEALTH,6,2,0,100,239.8,0.918,0.733,0.041,6,0,medium,95,22781.0,0.95,1
1817,OTHER,0,15,71,50,126.01,0.157,0.76,0.2778,6,0,large,37,4662.37,0.7379000229904602,1
1818,EDUCATION,5,1,429,500,0.0,0.33,0.586,0.3667,4,2,medium,475,0.0,0.95,1
1819,HEALTH,3,22,377,100,53.93,0.736,0.399,0.1898,8,5,small,95,5123.35,0.95,1
1820,TECH,5,5,69,100,264.83,0.757,0.782,0.0891,8,0,small,95,25158.85,0.95,1
1821,OTHER,4,11,0,200,225.0,0.899,0.569,0.1158,10,3,small,177,39825.0,0.8857135666040657,1
1822,ART,3,13,0,50,539.41,0.576,0.098,0.4963,6,0,small,37,19958.17,0.7487731605240033,1
1823,ART,5,11,724,50,51.89,0.2,0.231,0.3242,7,5,medium,47,2438.83,0.9322399000900657,1
1824,ART,2,5,782,50,202.93,0.713,0.218,0.3719,9,5,small,48,9740.64,0.95,1
1825,ART,5,21,735,100,0.0,0.477,0.336,0.1108,9,0,medium,86,0.0,0.8624741466305197,1
1826,OTHER,1,1,545,50,0.0,0.227,0.358,0.3758,3,6,medium,47,0.0,0.9484950461333851,1
1827,TECH,0,1,0,100,299.01,0.544,0.696,0.1394,12,6,medium,95,28405.95,0.95,1
1828,OTHER,3,37,213,100,54.44,0.518,0.273,0.2761,7,0,medium,69,3756.36,0.6900595394982398,1
1829,EDUCATION,6,5,306,1000,55.43,0.751,0.494,0.2758,11,0,small,950,52658.5,0.95,1
1830,OTHER,1,1,168,200,53.81,0.574,0.691,0.0623,4,0,medium,167,8986.27,0.8364867692329547,1
1831,HEALTH,3,13,230,100,129.57,0.254,0.822,0.1994,9,2,large,95,12309.15,0.95,1
1832,HEALTH,7,25,434,50,105.57,0.735,0.426,0.1951,12,5,large,48,5067.36,0.95,1
1833,SPORTS,2,4,0,100,519.3,0.478,0.595,0.0622,7,1,medium,68,35312.4,0.6791340773615999,1
1834,HEALTH,6,32,282,100,206.3,0.815,0.704,0.1693,9,4,medium,95,19598.5,0.95,1
1835,TECH,2,34,192,50,126.18,0.805,0.759,0.6434,7,3,large,48,6056.64,0.95,1
1836,OTHER,2,2,162,50,118.92,0.624,0.572,0.0787,7,0,medium,34,4043.28,0.6710532328625858,1
1837,EDUCATION,5,9,433,200,60.1,0.648,0.286,0.0817,9,1,small,181,10878.1,0.903828224678805,1
1838,EDUCATION,1,16,0,500,229.99,0.159,0.559,0.2148,6,3,large,372,85556.28,0.7446676585956548,1
1839,TECH,5,15,64,200,285.33,0.813,0.713,0.0438,15,3,large,190,54212.7,0.95,1
1840,HEALTH,3,23,522,100,205.12,0.854,0.268,0.4587,9,1,small,95,19486.4,0.95,1
1841,OTHER,4,7,380,50,55.21,0.321,0.197,0.1362,7,1,small,32,1766.72,0.6452422474114651,1
1842,HEALTH,4,6,0,200,0.0,0.246,0.203,0.1008,5,5,small,185,0.0,0.9254161136425068,1
1843,OTHER,3,61,0,100,545.29,0.869,0.707,0.1652,8,2,medium,81,44168.49,0.8087095575608857,1
1844,SPORTS,3,5,464,100,125.02,0.799,0.758,0.2478,7,5,medium,95,11876.9,0.95,1
1845,OTHER,5,38,609,200,128.6,0.101,0.093,0.2601,3,0,small,81,10416.6,0.4071748879833851,0
1846,SPORTS,0,1,350,100,0.0,0.484,0.776,0.2489,10,6,large,95,0.0,0.95,1
1847,OTHER,2,18,854,100,507.54,0.068,0.755,0.3322,7,3,large,89,45171.06,0.8856527210151515,1
1848,SPORTS,0,46,336,500,62.3,0.641,0.821,0.3754,11,6,medium,475,29592.5,0.95,1
1849,EDUCATION,5,73,158,100,220.33,0.722,0.485,0.1979,5,0,medium,95,20931.35,0.95,1
1850,SPORTS,4,11,286,50,50.3,0.674,0.47,0.0487,7,4,small,48,2414.4,0.95,1
1851,EDUCATION,6,8,230,100,0.0,0.212,0.245,0.3036,5,1,small,90,0.0,0.899646563949485,1
1852,OTHER,4,3,687,100,620.58,0.69,0.136,0.4743,9,1,small,67,41578.86,0.674076760165466,1
1853,EDUCATION,3,35,17,1000,502.33,0.852,0.728,0.0857,10,4,small,946,475204.18,0.9464739605268739,1
1854,HEALTH,1,1,0,200,531.5,0.12,0.711,0.2073,4,1,small,100,53150.0,0.501300987888375,1
1855,EDUCATION,4,17,0,1000,108.34,0.658,0.705,0.1154,11,5,small,950,102923.0,0.95,1
1856,SPORTS,4,1,0,50,50.61,0.945,0.532,0.047,10,3,medium,48,2429.28,0.95,1
1857,EDUCATION,2,4,432,200,0.0,0.74,0.326,0.2832,16,4,small,190,0.0,0.95,1
1858,EDUCATION,3,4,19,50,103.83,0.589,0.757,0.2997,6,3,large,48,4983.84,0.95,1
1859,HEALTH,2,19,0,500,241.09,0.708,0.735,0.2743,12,4,large,475,114517.75,0.95,1
1860,HEALTH,3,7,0,500,59.17,0.588,0.426,0.1338,6,6,large,475,28105.75,0.95,1
1861,ART,2,1,781,50,51.06,0.523,0.656,0.3369,6,3,small,47,2399.82,0.9356076653314016,1
1862,EDUCATION,2,7,277,100,63.54,0.569,0.947,0.0956,8,2,large,95,6036.3,0.95,1
1863,SPORTS,1,24,123,100,223.39,0.483,0.774,0.0575,7,1,large,95,21222.05,0.95,1
1864,HEALTH,3,7,187,500,240.07,0.613,0.636,0.4705,7,0,large,475,114033.25,0.95,1
1865,OTHER,0,1,519,50,518.03,0.833,0.559,0.2615,11,4,small,48,24865.44,0.95,1
1866,ART,4,6,398,100,53.27,0.483,0.687,0.2136,9,1,small,92,4900.84,0.9182347034218789,1
1867,TECH,2,6,20,100,67.07,0.564,0.418,0.0551,9,5,small,83,5566.81,0.8272970728627055,1
1868,EDUCATION,3,8,0,100,227.67,0.711,0.63,0.4135,2,3,small,95,21628.65,0.95,1
1869,SPORTS,1,26,0,500,115.5,0.206,0.371,0.1772,4,2,medium,385,44467.5,0.7696070825100318,1
1870,ART,4,7,991,200,125.25,0.275,0.479,0.4193,7,2,medium,190,23797.5,0.95,1
1871,SPORTS,5,13,363,500,226.93,0.763,0.448,0.3696,10,4,large,475,107791.75,0.95,1
1872,HEALTH,1,30,250,200,528.94,0.74,0.387,0.1882,11,1,medium,155,81985.7,0.7732199908816965,1
1873,TECH,2,4,524,100,0.0,0.221,0.745,0.1896,7,6,medium,95,0.0,0.95,1
1874,SPORTS,3,2,584,50,61.55,0.146,0.214,0.0837,2,4,small,34,2092.7,0.6714863834169552,1
1875,HEALTH,2,22,0,100,129.35,0.744,0.358,0.0429,9,2,medium,94,12158.9,0.9413513917797612,1
1876,HEALTH,2,16,92,500,530.79,0.446,0.423,0.5473,4,1,large,475,252125.25,0.95,1
1877,OTHER,4,1,82,50,228.88,0.419,0.812,0.3187,7,3,small,42,9612.96,0.8401745091157099,1
1878,EDUCATION,1,1,426,50,0.0,0.36,0.823,0.2725,4,5,large,48,0.0,0.95,1
1879,TECH,5,12,491,200,0.0,0.285,0.45,0.2034,6,2,large,190,0.0,0.95,1
1880,ART,1,1,176,100,57.29,0.635,0.907,0.4249,6,2,small,95,5442.55,0.95,1
1881,OTHER,4,15,11,500,0.0,0.563,0.859,0.1855,5,2,medium,475,0.0,0.95,1
1882,HEALTH,3,21,181,100,63.18,0.18,0.432,0.4056,3,4,medium,95,6002.1,0.95,1
1883,HEALTH,5,12,446,100,0.0,0.346,0.266,0.1227,3,0,small,77,0.0,0.7699410159866559,1
1884,HEALTH,3,13,123,100,541.67,0.46,0.899,0.0852,6,0,medium,94,50916.98,0.9402204892243915,1
1885,OTHER,3,21,696,200,259.84,0.826,0.839,0.3498,15,6,small,190,49369.6,0.95,1
1886,SPORTS,5,9,37,500,257.39,0.294,0.714,0.5375,5,3,large,475,122260.25,0.95,1
1887,HEALTH,3,12,562,50,63.64,0.777,0.224,0.3464,11,2,medium,48,3054.72,0.95,1
1888,OTHER,4,19,109,50,111.15,0.416,0.7,0.4061,8,3,large,48,5335.2,0.95,1
1889,SPORTS,4,14,0,200,554.96,0.396,0.643,0.3224,7,4,small,186,103222.56,0.9292922591875077,1
1890,TECH,2,3,287,500,682.9,0.655,0.572,0.1082,12,2,large,448,305939.2,0.8958541091691389,1
1891,HEALTH,2,3,685,50,0.0,0.965,0.735,0.6888,12,1,medium,48,0.0,0.95,1
1892,EDUCATION,6,40,221,100,61.45,0.457,0.652,0.2258,7,3,large,95,5837.75,0.95,1
1893,ART,6,2,282,100,567.52,0.277,0.68,0.3873,8,4,small,78,44266.56,0.7788736601431978,1
1894,TECH,4,18,17,100,718.51,0.327,0.678,0.6879,4,2,small,95,68258.45,0.95,1
1895,ART,4,2,0,50,57.46,0.513,0.659,0.3224,9,2,medium,48,2758.08,0.95,1
1896,EDUCATION,3,17,0,1000,243.14,0.63,0.127,0.0638,6,3,small,921,223931.94,0.9208434858877373,1
1897,HEALTH,4,30,38,1000,119.65,0.126,0.345,0.1263,4,2,large,723,86506.95,0.7228503696858817,1
1898,EDUCATION,4,17,852,200,0.0,0.335,0.637,0.2195,6,1,small,190,0.0,0.95,1
1899,TECH,3,8,549,50,0.0,0.481,0.74,0.246,8,5,small,48,0.0,0.95,1
1900,TECH,2,6,536,500,270.72,0.566,0.477,0.3521,8,6,small,461,124801.92,0.9218037432910722,1
1901,TECH,4,5,0,200,269.23,0.645,0.347,0.0357,7,5,large,190,51153.7,0.95,1
1902,TECH,2,49,451,100,252.46,0.4,0.899,0.5161,8,1,large,95,23983.7,0.95,1
1903,SPORTS,1,50,0,1000,102.71,0.809,0.757,0.3715,5,6,large,950,97574.5,0.95,1
1904,HEALTH,5,2,44,200,221.05,0.691,0.475,0.4731,10,0,medium,190,41999.5,0.95,1
1905,HEALTH,7,10,22,100,103.83,0.647,0.743,0.2742,3,2,small,95,9863.85,0.95,1
1906,EDUCATION,5,1,647,50,64.3,0.658,0.911,0.3327,10,1,small,48,3086.4,0.95,1
1907,ART,0,16,721,50,234.65,0.395,0.572,0.2996,6,5,small,47,11028.55,0.9486598669650309,1
1908,SPORTS,1,25,435,50,229.01,0.284,0.474,0.34,8,3,large,48,10992.48,0.95,1
1909,EDUCATION,4,66,0,100,64.27,0.357,0.508,0.4763,3,6,large,95,6105.65,0.95,1
1910,TECH,4,4,695,200,74.72,0.599,0.264,0.4548,13,5,small,190,14196.8,0.95,1
1911,OTHER,5,8,0,100,104.11,0.39,0.726,0.1054,4,2,medium,95,9890.45,0.95,1
1912,SPORTS,1,22,202,100,129.42,0.256,0.793,0.1225,5,3,medium,95,12294.9,0.95,1
1913,EDUCATION,5,31,673,500,524.59,0.4,0.651,0.4416,4,2,small,421,220852.39,0.8413542689704937,1
1914,ART,5,27,315,50,59.2,0.597,0.628,0.4523,5,3,medium,48,2841.6,0.95,1
1915,ART,3,1,62,50,593.35,0.524,0.83,0.2659,4,5,large,48,28480.8,0.95,1
1916,EDUCATION,3,2,891,50,111.6,0.735,0.465,0.3134,8,1,medium,44,4910.4,0.8837007742169745,1
1917,EDUCATION,3,13,333,100,50.89,0.493,0.572,0.3105,5,2,large,95,4834.55,0.95,1
1918,HEALTH,2,32,364,50,0.0,0.106,0.371,0.1224,3,4,medium,34,0.0,0.6708967592285972,1
1919,ART,5,12,383,100,62.72,0.785,0.392,0.6026,8,3,large,95,5958.4,0.95,1
1920,SPORTS,5,1,193,100,204.26,0.449,0.856,0.2616,7,0,small,93,18996.18,0.9319070073620803,1
1921,HEALTH,3,7,252,200,233.06,0.802,0.606,0.3951,14,0,large,190,44281.4,0.95,1
1922,ART,3,3,433,50,60.31,0.317,0.766,0.0611,6,3,large,44,2653.64,0.8846430070538196,1
1923,OTHER,1,8,0,100,255.37,0.949,0.51,0.4278,9,1,small,95,24260.15,0.95,1
1924,EDUCATION,5,5,580,100,114.12,0.61,0.273,0.2564,13,0,medium,95,10841.4,0.95,1
1925,OTHER,4,7,0,500,223.22,0.575,0.552,0.4234,7,2,small,475,106029.5,0.95,1
1926,HEALTH,1,1,245,50,0.0,0.191,0.211,0.5443,4,2,large,48,0.0,0.95,1
1927,SPORTS,1,5,719,100,0.0,0.075,0.777,0.3907,2,3,large,95,0.0,0.95,1
1928,OTHER,2,1,698,200,50.92,0.822,0.584,0.7715,5,0,small,190,9674.8,0.95,1
1929,TECH,3,9,0,100,0.0,0.598,0.876,0.3858,6,1,small,95,0.0,0.95,1
1930,HEALTH,5,67,411,100,618.84,0.517,0.663,0.1287,7,2,medium,82,50744.88,0.8175848228504062,1
1931,TECH,2,1,518,100,273.17,0.686,0.754,0.2683,8,1,medium,95,25951.15,0.95,1
1932,SPORTS,0,2,226,50,217.23,0.61,0.766,0.3116,8,6,small,48,10427.04,0.95,1
1933,OTHER,1,9,134,500,101.65,0.829,0.845,0.1681,9,6,small,475,48283.75,0.95,1
1934,OTHER,3,10,0,100,247.84,0.265,0.745,0.3096,4,3,large,95,23544.8,0.95,1
1935,SPORTS,3,19,0,100,0.0,0.136,0.669,0.0642,0,4,small,95,0.0,0.95,1
1936,TECH,4,23,675,1000,72.32,0.713,0.538,0.1417,13,5,small,950,68704.0,0.95,1
1937,SPORTS,3,33,142,100,216.47,0.579,0.191,0.201,6,0,medium,88,19049.36,0.877298765218507,1
1938,SPORTS,4,13,0,50,0.0,0.376,0.727,0.3938,5,5,medium,48,0.0,0.95,1
1939,HEALTH,2,33,0,500,225.25,0.398,0.748,0.5246,7,0,large,475,106993.75,0.95,1
1940,OTHER,5,17,307,200,129.43,0.852,0.311,0.2497,13,3,large,190,24591.7,0.95,1
1941,OTHER,2,18,47,100,207.39,0.2,0.586,0.2307,9,2,small,73,15139.47,0.7274901951214849,1
1942,ART,7,1,777,500,60.83,0.571,0.222,0.3449,9,0,large,465,28285.95,0.9306519329161312,1
1943,HEALTH,3,6,43,100,536.67,0.533,0.725,0.2259,4,1,small,75,40250.25,0.7521255894294253,1
1944,OTHER,4,11,630,200,0.0,0.304,0.74,0.0434,9,6,large,190,0.0,0.95,1
1945,SPORTS,3,7,0,200,0.0,0.325,0.976,0.1989,9,1,medium,190,0.0,0.95,1
1946,EDUCATION,4,37,213,200,634.49,0.284,0.333,0.2206,6,4,large,137,86925.13,0.6872048769461422,1
1947,SPORTS,5,1,199,200,534.67,0.438,0.804,0.0428,5,2,small,155,82873.85,0.7732099914161061,1
1948,TECH,3,11,699,500,288.29,0.363,0.665,0.0774,3,6,small,475,136937.75,0.95,1
1949,OTHER,1,38,0,50,228.75,0.746,0.86,0.1699,15,2,large,48,10980.0,0.95,1
1950,HEALTH,1,8,152,100,105.37,0.352,0.305,0.5503,2,4,small,95,10010.15,0.95,1
1951,EDUCATION,3,6,384,50,643.52,0.338,0.642,0.2348,6,1,small,41,26384.32,0.815843973283197,1
1952,OTHER,6,11,195,100,243.39,0.504,0.677,0.3062,9,0,small,85,20688.15,0.8487014980840808,1
1953,HEALTH,2,1,645,50,511.61,0.491,0.475,0.0841,5,4,medium,35,17906.35,0.6911825623668385,1
1954,SPORTS,1,6,175,100,211.37,0.459,0.817,0.2088,5,2,small,79,16698.23,0.7869153750605217,1
1955,TECH,1,24,0,500,283.61,0.17,0.84,0.1734,4,2,small,406,115145.66,0.8113595053768591,1
1956,HEALTH,3,11,330,200,125.37,0.119,0.485,0.3359,4,6,medium,190,23820.3,0.95,1
1957,TECH,1,27,0,200,725.72,0.591,0.227,0.2318,10,1,small,148,107406.56,0.7405136413243028,1
1958,HEALTH,2,2,0,50,52.21,0.325,0.358,0.1772,7,6,large,47,2453.87,0.9443337597848224,1
1959,EDUCATION,5,7,370,200,119.27,0.646,0.828,0.0753,9,6,small,190,22661.3,0.95,1
1960,EDUCATION,1,1,337,1000,107.89,0.472,0.462,0.1167,6,3,small,594,64086.66,0.5938685095006673,1
1961,EDUCATION,2,1,541,100,640.16,0.439,0.231,0.1916,5,5,large,93,59534.88,0.925870291994071,1
1962,TECH,2,4,0,100,0.0,0.615,0.693,0.2702,5,0,small,86,0.0,0.8617148623774188,1
1963,ART,2,17,1078,500,60.67,0.29,0.273,0.3202,5,0,medium,439,26634.13,0.8784969972325727,1
1964,HEALTH,2,25,75,100,58.98,0.739,0.495,0.5333,15,1,small,95,5603.1,0.95,1
1965,OTHER,5,16,0,200,56.84,0.512,0.371,0.3371,5,2,small,190,10799.6,0.95,1
1966,HEALTH,4,30,508,500,117.31,0.754,0.332,0.1544,8,2,small,439,51499.09,0.8774463598396771,1
1967,EDUCATION,2,14,0,100,556.25,0.419,0.555,0.0944,5,1,large,82,45612.5,0.8221476493298893,1
1968,SPORTS,3,2,0,100,0.0,0.856,0.453,0.4557,9,3,small,95,0.0,0.95,1
1969,OTHER,0,1,15,200,0.0,0.346,0.77,0.1707,6,1,medium,158,0.0,0.7902207108794722,1
1970,TECH,4,19,101,200,705.19,0.165,0.479,0.0585,5,3,medium,137,96611.03,0.6872213742778311,1
1971,HEALTH,7,1,148,100,116.47,0.384,0.602,0.2377,6,5,small,73,8502.31,0.7319983740186486,1
1972,OTHER,5,4,452,100,233.85,0.177,0.582,0.2613,2,0,small,55,12861.75,0.5472903204889604,1
1973,OTHER,4,15,267,100,0.0,0.495,0.589,0.3143,7,3,small,95,0.0,0.95,1
1974,EDUCATION,5,2,161,1000,227.18,0.325,0.743,0.6518,10,0,small,871,197873.78,0.8714456274921801,1
1975,TECH,4,7,314,100,0.0,0.372,0.579,0.2634,10,6,small,95,0.0,0.95,1
1976,OTHER,5,5,353,200,227.24,0.466,0.296,0.1878,6,2,small,139,31586.36,0.695877393277751,1
1977,OTHER,2,20,483,50,567.06,0.707,0.374,0.0606,10,6,medium,48,27218.88,0.95,1
1978,TECH,3,7,381,200,68.16,0.608,0.183,0.066,4,2,small,154,10496.64,0.7686859419186605,1
1979,TECH,5,10,193,500,270.35,0.669,0.714,0.0387,10,3,small,475,128416.25,0.95,1
1980,ART,4,28,309,100,624.35,0.286,0.666,0.2071,7,2,large,83,51821.05,0.8306581825125429,1
1981,ART,2,11,0,500,602.34,0.376,0.587,0.1609,7,2,small,326,196362.84,0.6529780979622973,1
1982,OTHER,7,6,96,100,59.91,0.462,0.824,0.172,1,1,medium,85,5092.35,0.8525647607763239,1
1983,HEALTH,2,8,113,200,239.48,0.685,0.124,0.4177,7,4,small,156,37358.88,0.7813527335424357,1
1984,TECH,5,1,0,1000,308.18,0.262,0.12,0.2574,6,0,medium,642,197851.56,0.6415113254702335,1
1985,ART,1,102,365,500,0.0,0.201,0.472,0.3226,2,0,small,357,0.0,0.7148228963488655,1
1986,HEALTH,1,88,167,100,590.26,0.344,0.314,0.1021,6,1,medium,42,24790.92,0.42010140592683426,0
1987,TECH,0,1,834,200,139.9,0.454,0.617,0.4154,4,6,large,190,26581.0,0.95,1
1988,TECH,4,4,0,100,0.0,0.638,0.343,0.2258,7,0,large,95,0.0,0.95,1
1989,OTHER,4,1,143,500,207.52,0.399,0.537,0.2644,8,4,medium,461,95666.72,0.9220262408626115,1
1990,SPORTS,4,5,231,200,59.57,0.782,0.78,0.049,10,4,medium,190,11318.3,0.95,1
1991,OTHER,4,16,647,50,116.88,0.762,0.593,0.351,9,6,small,48,5610.24,0.95,1
1992,SPORTS,3,23,109,1000,0.0,0.677,0.814,0.1616,3,3,medium,950,0.0,0.95,1
1993,TECH,4,35,0,500,155.2,0.221,0.524,0.142,6,2,medium,415,64408.0,0.8294841612891994,1
1994,EDUCATION,1,7,100,500,0.0,0.408,0.194,0.0112,6,4,medium,475,0.0,0.95,1
1995,ART,3,4,501,50,0.0,0.487,0.454,0.0662,12,6,large,48,0.0,0.95,1
1996,ART,3,14,162,100,121.12,0.151,0.658,0.1493,3,0,medium,67,8115.04,0.6710125548193105,1
1997,TECH,1,4,0,100,62.95,0.748,0.314,0.361,9,1,medium,95,5980.25,0.95,1
1998,ART,3,21,1086,50,216.74,0.517,0.793,0.0369,7,2,small,44,9536.56,0.88163547869817,1
1999,OTHER,3,4,150,50,546.01,0.247,0.494,0.1005,5,5,medium,29,15834.29,0.589350626372908,1
2000,HEALTH,4,5,400,200,202.18,0.186,0.557,0.0264,2,1,small,80,16174.4,0.40201231364437934,0
2001,EDUCATION,2,9,127,100,222.1,0.561,0.284,0.5508,6,2,small,90,19989.0,0.8995044955582424,1
2002,EDUCATION,3,26,432,50,123.42,0.553,0.85,0.4131,11,0,medium,48,5924.16,0.95,1
2003,ART,2,7,88,50,521.29,0.389,0.156,0.3492,3,0,small,32,16681.28,0.6461632654371355,1
2004,HEALTH,1,10,184,200,0.0,0.592,0.287,0.1955,1,3,small,176,0.0,0.8822650434991539,1
2005,SPORTS,4,17,0,500,553.85,0.857,0.575,0.1284,11,1,large,475,263078.75,0.95,1
2006,EDUCATION,1,1,148,500,121.74,0.387,0.339,0.5584,7,0,large,404,49182.96,0.8070576354332988,1
2007,ART,3,3,378,50,541.05,0.786,0.592,0.1866,11,6,medium,47,25429.35,0.949281798984778,1
2008,ART,5,16,239,200,55.37,0.517,0.794,0.0115,7,3,small,190,10520.3,0.95,1
2009,EDUCATION,0,25,0,1000,217.59,0.179,0.832,0.4142,6,5,large,950,206710.5,0.95,1
2010,TECH,5,6,0,200,131.64,0.698,0.406,0.0463,8,6,small,190,25011.6,0.95,1
2011,OTHER,5,2,138,50,243.73,0.82,0.606,0.3371,14,3,large,48,11699.04,0.95,1
2012,OTHER,3,2,243,500,0.0,0.904,0.357,0.6989,5,6,medium,475,0.0,0.95,1
2013,SPORTS,6,1,569,500,119.2,0.785,0.802,0.4567,7,5,large,475,56620.0,0.95,1
2014,ART,4,13,176,100,0.0,0.262,0.781,0.2948,3,0,medium,95,0.0,0.95,1
2015,TECH,6,30,0,50,276.56,0.333,0.637,0.0888,3,4,large,48,13274.88,0.95,1
2016,HEALTH,6,19,1031,50,120.86,0.282,0.608,0.1395,6,3,large,48,5801.28,0.95,1
2017,EDUCATION,3,9,352,500,0.0,0.487,0.678,0.5185,3,0,medium,475,0.0,0.95,1
2018,OTHER,4,7,0,50,107.78,0.496,0.463,0.2736,7,0,large,42,4526.76,0.8490092853991522,1
2019,ART,1,28,828,100,124.59,0.358,0.288,0.0921,8,3,large,80,9967.2,0.795701974495289,1
2020,ART,3,25,0,100,240.48,0.409,0.155,0.3232,8,2,large,76,18276.48,0.7623187193488028,1
2021,ART,2,10,0,100,549.26,0.232,0.867,0.2443,3,5,large,95,52179.7,0.95,1
2022,ART,1,17,198,50,64.36,0.754,0.562,0.2527,14,5,large,48,3089.28,0.95,1
2023,HEALTH,4,1,378,100,625.98,0.5,0.872,0.2958,4,3,medium,93,58216.14,0.9256747799230668,1
2024,SPORTS,2,10,208,50,57.68,0.264,0.298,0.2278,2,6,small,40,2307.2,0.7956994330794335,1
2025,EDUCATION,2,1,226,50,58.34,0.392,0.952,0.1648,5,5,small,48,2800.32,0.95,1
2026,ART,4,48,461,50,592.86,0.308,0.858,0.2872,6,0,medium,38,22528.68,0.769166814804965,1
2027,TECH,2,10,0,50,275.83,0.68,0.391,0.0086,7,4,medium,48,13239.84,0.95,1
2028,HEALTH,3,22,689,200,112.57,0.251,0.829,0.109,2,0,medium,166,18686.62,0.8306252847112683,1
2029,ART,4,3,160,100,64.83,0.342,0.248,0.6039,6,4,medium,95,6158.85,0.95,1
2030,TECH,2,14,298,100,60.31,0.389,0.663,0.2641,2,2,small,95,5729.45,0.95,1
2031,EDUCATION,4,19,405,200,200.51,0.177,0.697,0.6839,7,6,small,190,38096.9,0.95,1
2032,EDUCATION,5,7,423,100,626.92,0.369,0.667,0.162,9,2,small,68,42630.56,0.677696193531898,1
2033,HEALTH,2,2,148,200,104.27,0.563,0.565,0.1738,8,2,small,136,14180.72,0.6810173828169601,1
2034,HEALTH,1,15,1042,50,242.4,0.634,0.875,0.2699,10,6,medium,48,11635.2,0.95,1
2035,ART,4,1,499,500,56.08,0.386,0.143,0.6366,10,2,medium,475,26638.0,0.95,1
2036,HEALTH,5,2,490,50,0.0,0.228,0.807,0.338,1,5,small,48,0.0,0.95,1
2037,TECH,4,11,74,50,66.58,0.501,0.347,0.4213,8,3,large,48,3195.84,0.95,1
2038,HEALTH,1,2,444,50,61.55,0.471,0.777,0.248,7,3,medium,48,2954.4,0.95,1
2039,EDUCATION,4,8,409,100,502.99,0.336,0.911,0.2989,7,5,medium,95,47784.05,0.95,1
2040,HEALTH,3,2,0,200,126.72,0.022,0.788,0.214,4,0,small,139,17614.08,0.6967031593488802,1
2041,HEALTH,3,7,739,200,61.31,0.66,0.657,0.2698,5,2,small,190,11648.9,0.95,1
2042,ART,7,3,732,100,247.08,0.4,0.751,0.751,4,1,small,95,23472.6,0.95,1
2043,HEALTH,4,14,261,500,58.78,0.738,0.209,0.0381,9,6,medium,475,27920.5,0.95,1
2044,OTHER,1,42,522,100,121.86,0.303,0.723,0.2709,5,3,medium,86,10479.96,0.8551311552950928,1
2045,OTHER,3,43,424,50,122.41,0.212,0.709,0.1701,4,1,small,29,3549.89,0.5733983869139929,1
2046,OTHER,1,7,0,50,0.0,0.306,0.476,0.3056,5,3,small,41,0.0,0.811495857540468,1
2047,HEALTH,5,11,695,500,556.78,0.577,0.785,0.2469,6,6,large,475,264470.5,0.95,1
2048,HEALTH,2,13,289,1000,237.33,0.893,0.145,0.3763,12,2,small,913,216682.29,0.9125967273004182,1
2049,ART,2,45,0,100,0.0,0.637,0.874,0.4961,6,4,large,95,0.0,0.95,1
2050,OTHER,7,1,0,100,106.22,0.836,0.347,0.1906,7,2,small,65,6904.3,0.6507359948576743,1
2051,HEALTH,2,12,267,100,100.87,0.439,0.674,0.1382,8,5,medium,95,9582.65,0.95,1
2052,TECH,2,5,179,200,0.0,0.6,0.486,0.2925,6,4,medium,190,0.0,0.95,1
2053,EDUCATION,1,3,77,200,63.14,0.185,0.608,0.4286,3,0,small,134,8460.76,0.6684018114826431,1
2054,TECH,5,13,0,200,712.62,0.372,0.815,0.3388,7,4,small,190,135397.8,0.95,1
2055,OTHER,2,16,0,200,56.24,0.386,0.89,0.0279,6,0,large,190,10685.6,0.95,1
2056,OTHER,3,7,181,100,641.0,0.579,0.783,0.3366,10,6,small,84,53844.0,0.8352347396672627,1
2057,ART,5,9,0,100,646.77,0.412,0.282,0.2324,7,5,small,81,52388.37,0.805843542519275,1
2058,ART,2,8,0,200,0.0,0.618,0.543,0.2431,7,6,large,190,0.0,0.95,1
2059,ART,6,5,0,100,50.25,0.968,0.457,0.3645,10,0,medium,95,4773.75,0.95,1
